age,work-class,occupation,sex,hours-pw,income-level
17, Private, Other-service, Male,35, <=50K
56, Private, Craft-repair, Male,40, <=50K
90, Local-gov, Adm-clerical, Male,20, <=50K
27, Private, Adm-clerical, Female,38, <=50K
38, Private, Adm-clerical, Female,20, <=50K
33, Private, Prof-specialty, Male,50, <=50K
26, Private, Exec-managerial, Female,40, <=50K
20, Private, Other-service, Female,35, <=50K
42, Private, Transport-moving, Male,40, <=50K
55, Private, Exec-managerial, Female,40, <=50K
32, State-gov, Prof-specialty, Female,40, <=50K
66, Private, Sales, Male,40, >50K
66, Local-gov, Prof-specialty, Female,40, <=50K
49, Private, Other-service, Female,40, <=50K
34, Private, Protective-serv, Male,45, <=50K
38, Private, Exec-managerial, Male,50, >50K
40, Self-emp-inc, Exec-managerial, Male,40, <=50K
22, Federal-gov, Other-service, Male,20, <=50K
46, Self-emp-not-inc, Transport-moving, Male,40, <=50K
29, Private, Machine-op-inspct, Male,50, <=50K
19, Private, Handlers-cleaners, Male,20, <=50K
37, Local-gov, Prof-specialty, Female,35, <=50K
52, Local-gov, Prof-specialty, Male,32, >50K
27, Private, Adm-clerical, Female,46, <=50K
52, Private, Transport-moving, Female,40, <=50K
31, Private, Craft-repair, Male,40, <=50K
37, Self-emp-inc, Craft-repair, Male,50, >50K
28, Private, Handlers-cleaners, Male,40, <=50K
25, Private, Craft-repair, Male,40, <=50K
31, Private, Adm-clerical, Male,50, <=50K
29, Private, Craft-repair, Male,40, <=50K
45, Private, Adm-clerical, Female,35, <=50K
69, Private, Other-service, Male,20, <=50K
50, Private, Machine-op-inspct, Male,40, <=50K
54, State-gov, Prof-specialty, Male,46, >50K
17, Private, Other-service, Female,20, <=50K
34, Private, Tech-support, Male,35, >50K
32, Self-emp-not-inc, Other-service, Female,5, <=50K
23, Private, Machine-op-inspct, Male,40, <=50K
66, Private, Prof-specialty, Male,45, >50K
61, Private, Craft-repair, Male,40, <=50K
55, Private, Machine-op-inspct, Female,40, <=50K
24, Private, Handlers-cleaners, Male,40, <=50K
30, Private, Sales, Male,30, <=50K
49, Private, Exec-managerial, Male,45, >50K
56, Self-emp-inc, Sales, Male,50, >50K
25, Private, Sales, Male,40, <=50K
49, Private, Protective-serv, Male,40, <=50K
58, Private, Tech-support, Male,40, >50K
40, Federal-gov, Adm-clerical, Male,40, <=50K
62, Private, Prof-specialty, Female,45, <=50K
54, Private, Tech-support, Male,25, >50K
34, Self-emp-not-inc, Other-service, Female,40, <=50K
18, Private, Craft-repair, Male,30, <=50K
32, Private, Sales, Male,40, <=50K
22, Local-gov, Prof-specialty, Female,35, <=50K
34, State-gov, Prof-specialty, Male,48, <=50K
47, Private, Other-service, Male,40, <=50K
19, Private, Sales, Female,40, <=50K
41, Self-emp-inc, Exec-managerial, Male,55, >50K
46, Private, Other-service, Female,40, <=50K
56, Self-emp-not-inc, Sales, Male,20, <=50K
42, Private, Machine-op-inspct, Female,40, <=50K
25, Private, Prof-specialty, Female,35, <=50K
42, Private, Adm-clerical, Male,50, <=50K
43, Private, Prof-specialty, Female,40, >50K
17, Private, Sales, Female,12, <=50K
57, Self-emp-not-inc, Craft-repair, Male,40, >50K
40, Private, Exec-managerial, Male,50, >50K
62, Local-gov, Other-service, Female,40, <=50K
20, Private, Adm-clerical, Male,16, <=50K
47, Private, Transport-moving, Male,50, <=50K
40, Private, Exec-managerial, Male,40, <=50K
44, Private, Exec-managerial, Female,40, >50K
48, Private, Craft-repair, Male,55, <=50K
39, Self-emp-inc, Farming-fishing, Male,60, >50K
46, Local-gov, Craft-repair, Male,40, >50K
72, Self-emp-inc, Prof-specialty, Male,50, >50K
53, Private, Machine-op-inspct, Male,30, <=50K
47, Federal-gov, Handlers-cleaners, Male,40, >50K
40, Self-emp-not-inc, Craft-repair, Male,45, <=50K
34, Private, Transport-moving, Male,40, <=50K
41, Private, Adm-clerical, Male,40, <=50K
41, Private, Craft-repair, Male,40, <=50K
20, Private, Handlers-cleaners, Male,35, <=50K
42, Self-emp-inc, Sales, Male,60, <=50K
54, Local-gov, Prof-specialty, Male,50, <=50K
39, Self-emp-inc, Prof-specialty, Female,40, <=50K
37, Private, Machine-op-inspct, Male,40, <=50K
59, Private, Sales, Male,40, <=50K
69, Private, Adm-clerical, Male,40, <=50K
24, Private, Prof-specialty, Female,35, <=50K
36, Private, Machine-op-inspct, Male,40, >50K
20, Private, Craft-repair, Male,40, <=50K
26, Self-emp-not-inc, Other-service, Female,35, <=50K
48, Private, Handlers-cleaners, Female,50, <=50K
39, Self-emp-inc, Prof-specialty, Male,50, >50K
21, Private, Other-service, Female,18, <=50K
22, Private, Exec-managerial, Female,42, <=50K
34, Private, Prof-specialty, Female,40, <=50K
33, Private, Exec-managerial, Male,45, >50K
46, Private, Machine-op-inspct, Male,40, <=50K
47, Private, Craft-repair, Male,40, >50K
65, Private, Exec-managerial, Male,40, >50K
23, Private, Handlers-cleaners, Male,40, <=50K
28, Private, Other-service, Female,30, <=50K
34, Self-emp-not-inc, Exec-managerial, Male,60, >50K
20, Private, Other-service, Male,40, <=50K
28, Private, Adm-clerical, Male,40, <=50K
52, Self-emp-inc, Exec-managerial, Male,60, <=50K
40, State-gov, Prof-specialty, Female,38, >50K
22, Private, Exec-managerial, Female,7, <=50K
29, Self-emp-inc, Exec-managerial, Male,45, <=50K
31, Self-emp-not-inc, Prof-specialty, Male,60, <=50K
42, Federal-gov, Prof-specialty, Male,40, >50K
38, Private, Craft-repair, Female,40, <=50K
22, Private, Machine-op-inspct, Male,70, >50K
43, Private, Exec-managerial, Male,40, <=50K
43, Self-emp-inc, Exec-managerial, Male,50, >50K
33, Private, Exec-managerial, Male,50, <=50K
17, Self-emp-inc, Other-service, Male,35, <=50K
54, Self-emp-not-inc, Prof-specialty, Male,50, >50K
45, Private, Adm-clerical, Female,40, <=50K
55, Local-gov, Craft-repair, Male,45, <=50K
51, Self-emp-not-inc, Transport-moving, Male,35, >50K
65, Federal-gov, Craft-repair, Male,40, <=50K
21, Private, Prof-specialty, Female,45, <=50K
40, Private, Other-service, Female,40, <=50K
58, Private, Adm-clerical, Female,37, <=50K
53, Federal-gov, Exec-managerial, Female,58, <=50K
39, Private, Prof-specialty, Male,50, >50K
56, Local-gov, Other-service, Male,40, <=50K
37, Private, Adm-clerical, Male,50, <=50K
44, Private, Craft-repair, Male,40, <=50K
49, Private, Handlers-cleaners, Male,38, <=50K
36, Private, Machine-op-inspct, Male,50, >50K
59, Self-emp-inc, Craft-repair, Male,60, <=50K
33, Private, Adm-clerical, Female,40, <=50K
36, Private, Exec-managerial, Male,50, >50K
26, Private, Exec-managerial, Female,25, <=50K
22, Private, Sales, Female,25, <=50K
25, Private, Adm-clerical, Male,40, <=50K
28, Private, Adm-clerical, Female,15, <=50K
41, Private, Adm-clerical, Female,38, <=50K
45, Private, Farming-fishing, Male,70, <=50K
43, Private, Handlers-cleaners, Male,40, <=50K
30, Private, Handlers-cleaners, Male,40, <=50K
33, Private, Craft-repair, Male,50, <=50K
34, Private, Adm-clerical, Male,40, <=50K
21, Private, Other-service, Male,30, <=50K
31, Private, Sales, Male,45, >50K
48, Private, Transport-moving, Male,40, <=50K
22, Private, Adm-clerical, Female,20, <=50K
47, Private, Sales, Female,60, <=50K
27, Private, Tech-support, Female,40, <=50K
18, Private, Handlers-cleaners, Male,25, <=50K
43, Private, Prof-specialty, Male,40, >50K
36, Private, Sales, Female,20, <=50K
37, Federal-gov, Craft-repair, Male,40, <=50K
24, Private, Craft-repair, Male,20, <=50K
24, Private, Transport-moving, Male,40, <=50K
38, Private, Other-service, Male,70, <=50K
48, Private, Exec-managerial, Male,40, >50K
75, Private, Other-service, Female,16, <=50K
43, Self-emp-not-inc, Prof-specialty, Male,70, >50K
64, Private, Exec-managerial, Female,50, <=50K
36, Private, Sales, Female,40, <=50K
53, Private, Tech-support, Male,40, <=50K
22, Private, Prof-specialty, Male,20, <=50K
73, Self-emp-not-inc, Other-service, Female,36, <=50K
46, Private, Adm-clerical, Female,40, <=50K
45, Private, Craft-repair, Male,40, <=50K
43, Private, Craft-repair, Male,40, >50K
20, Private, Adm-clerical, Male,20, <=50K
43, Federal-gov, Handlers-cleaners, Male,40, <=50K
21, Private, Adm-clerical, Male,48, <=50K
40, Private, Sales, Female,25, <=50K
36, Private, Prof-specialty, Male,40, >50K
64, Self-emp-inc, Sales, Male,45, <=50K
46, Private, Prof-specialty, Male,38, >50K
46, Local-gov, Exec-managerial, Female,65, >50K
41, Local-gov, Prof-specialty, Female,70, <=50K
28, Private, Adm-clerical, Female,40, <=50K
23, Private, Sales, Male,45, <=50K
30, Federal-gov, Protective-serv, Female,60, >50K
44, Private, Adm-clerical, Female,40, <=50K
27, Private, Transport-moving, Male,45, >50K
25, Private, Other-service, Female,34, <=50K
29, Private, Craft-repair, Male,40, <=50K
54, Private, Machine-op-inspct, Male,40, >50K
27, Private, Farming-fishing, Male,65, <=50K
34, Private, Craft-repair, Male,35, <=50K
38, Private, Sales, Male,50, <=50K
56, Private, Prof-specialty, Female,40, >50K
35, Self-emp-inc, Sales, Male,62, <=50K
23, Private, Craft-repair, Male,40, <=50K
19, Private, Sales, Female,20, <=50K
42, Private, Prof-specialty, Male,35, >50K
46, Private, Exec-managerial, Male,45, >50K
48, Self-emp-inc, Sales, Female,84, <=50K
27, Private, Sales, Male,40, <=50K
49, Self-emp-inc, Sales, Male,70, >50K
23, Private, Other-service, Male,20, <=50K
24, Private, Other-service, Male,40, <=50K
34, Private, Machine-op-inspct, Male,40, <=50K
25, Federal-gov, Transport-moving, Male,40, <=50K
33, Self-emp-not-inc, Craft-repair, Male,50, <=50K
22, Private, Adm-clerical, Female,27, <=50K
54, Local-gov, Adm-clerical, Female,30, <=50K
39, Self-emp-inc, Prof-specialty, Female,40, <=50K
25, Private, Prof-specialty, Female,40, <=50K
75, Self-emp-inc, Adm-clerical, Male,26, <=50K
28, Self-emp-not-inc, Machine-op-inspct, Male,30, <=50K
50, Private, Sales, Female,50, <=50K
62, Self-emp-not-inc, Craft-repair, Male,55, >50K
40, Private, Machine-op-inspct, Male,40, <=50K
58, Local-gov, Prof-specialty, Female,37, <=50K
24, Federal-gov, Exec-managerial, Female,40, <=50K
21, Private, Other-service, Female,30, <=50K
40, Private, Exec-managerial, Male,50, >50K
45, Private, Prof-specialty, Male,42, >50K
48, Private, Exec-managerial, Male,60, <=50K
34, Private, Transport-moving, Male,70, <=50K
23, Private, Priv-house-serv, Female,40, <=50K
43, Local-gov, Exec-managerial, Female,50, >50K
42, Local-gov, Craft-repair, Male,40, <=50K
39, Self-emp-not-inc, Prof-specialty, Male,50, >50K
52, Self-emp-inc, Farming-fishing, Male,60, <=50K
56, Self-emp-not-inc, Exec-managerial, Female,60, <=50K
48, Federal-gov, Adm-clerical, Female,40, >50K
37, Self-emp-not-inc, Exec-managerial, Female,70, >50K
25, Private, Craft-repair, Male,35, <=50K
40, Private, Handlers-cleaners, Male,40, >50K
34, Private, Machine-op-inspct, Male,45, <=50K
52, Private, Other-service, Male,40, <=50K
41, Private, Tech-support, Male,42, >50K
36, Local-gov, Other-service, Male,40, <=50K
21, Private, Craft-repair, Male,40, <=50K
28, Private, Prof-specialty, Female,40, <=50K
31, Self-emp-not-inc, Exec-managerial, Male,60, >50K
20, Private, Adm-clerical, Male,9, <=50K
68, Private, Prof-specialty, Male,40, >50K
35, Private, Transport-moving, Male,40, <=50K
32, Private, Machine-op-inspct, Male,40, <=50K
64, Private, Exec-managerial, Male,50, >50K
17, Private, Handlers-cleaners, Female,23, <=50K
25, Private, Prof-specialty, Male,20, <=50K
31, Private, Machine-op-inspct, Male,40, <=50K
51, State-gov, Exec-managerial, Male,40, >50K
67, Private, Sales, Male,10, <=50K
42, Private, Craft-repair, Male,40, <=50K
29, Private, Other-service, Male,40, <=50K
31, Private, Machine-op-inspct, Male,40, <=50K
21, Private, Craft-repair, Male,37, <=50K
67, Private, Transport-moving, Male,16, <=50K
41, State-gov, Protective-serv, Male,40, >50K
27, Private, Tech-support, Female,36, <=50K
51, Private, Transport-moving, Male,50, <=50K
28, Private, Craft-repair, Male,46, <=50K
21, Private, Craft-repair, Male,40, <=50K
28, Private, Machine-op-inspct, Male,40, >50K
29, Private, Other-service, Male,35, <=50K
39, Self-emp-inc, Exec-managerial, Male,70, <=50K
21, Private, Adm-clerical, Male,40, <=50K
43, Private, Craft-repair, Male,40, <=50K
44, Self-emp-not-inc, Craft-repair, Male,40, >50K
28, Private, Transport-moving, Male,50, <=50K
31, Private, Sales, Male,43, >50K
27, Private, Adm-clerical, Female,45, <=50K
34, State-gov, Protective-serv, Male,40, <=50K
25, Private, Tech-support, Male,40, <=50K
34, Private, Tech-support, Male,40, <=50K
43, Local-gov, Craft-repair, Male,40, >50K
40, Self-emp-inc, Craft-repair, Male,50, <=50K
21, Private, Other-service, Female,35, <=50K
25, Private, Exec-managerial, Female,25, <=50K
21, Private, Adm-clerical, Female,40, <=50K
19, Self-emp-not-inc, Transport-moving, Male,30, <=50K
49, Self-emp-inc, Craft-repair, Male,40, >50K
20, Private, Other-service, Male,20, <=50K
36, Private, Transport-moving, Male,47, <=50K
32, Private, Exec-managerial, Female,40, <=50K
23, Private, Adm-clerical, Male,32, <=50K
21, Private, Sales, Male,10, <=50K
25, Private, Exec-managerial, Male,40, <=50K
26, Private, Transport-moving, Male,40, <=50K
24, Private, Sales, Female,40, <=50K
22, Private, Prof-specialty, Female,20, <=50K
26, Private, Other-service, Female,40, <=50K
22, Private, Machine-op-inspct, Male,40, <=50K
41, Local-gov, Protective-serv, Male,40, >50K
18, Private, Adm-clerical, Female,40, <=50K
24, Private, Sales, Male,40, <=50K
38, Private, Craft-repair, Male,48, <=50K
36, Private, Adm-clerical, Female,17, <=50K
45, Local-gov, Prof-specialty, Female,55, <=50K
38, Local-gov, Tech-support, Male,40, >50K
38, Private, Craft-repair, Male,50, >50K
34, Self-emp-not-inc, Farming-fishing, Male,40, <=50K
53, Local-gov, Adm-clerical, Male,40, <=50K
32, Private, Prof-specialty, Female,40, >50K
17, Private, Sales, Female,30, <=50K
45, State-gov, Exec-managerial, Male,40, >50K
31, Local-gov, Protective-serv, Male,48, <=50K
47, State-gov, Prof-specialty, Male,45, <=50K
27, Private, Sales, Male,50, <=50K
61, Federal-gov, Adm-clerical, Female,30, <=50K
33, Private, Transport-moving, Male,40, <=50K
67, Private, Machine-op-inspct, Female,40, <=50K
38, Private, Craft-repair, Male,40, <=50K
25, Private, Sales, Female,40, <=50K
33, Local-gov, Other-service, Female,40, <=50K
27, Private, Adm-clerical, Female,40, <=50K
45, Private, Craft-repair, Male,60, >50K
24, Private, Adm-clerical, Female,40, <=50K
23, Private, Tech-support, Male,40, <=50K
48, Private, Adm-clerical, Female,40, <=50K
61, Federal-gov, Adm-clerical, Male,40, >50K
22, Private, Prof-specialty, Female,20, <=50K
34, Private, Tech-support, Female,40, <=50K
32, Private, Machine-op-inspct, Male,40, >50K
35, Federal-gov, Adm-clerical, Female,50, <=50K
36, Private, Craft-repair, Male,40, <=50K
24, Private, Exec-managerial, Male,40, <=50K
60, Private, Craft-repair, Male,40, <=50K
64, Private, Craft-repair, Male,20, <=50K
22, Private, Sales, Female,35, <=50K
27, Private, Priv-house-serv, Female,65, <=50K
36, State-gov, Transport-moving, Male,60, <=50K
27, Private, Sales, Female,30, <=50K
52, Private, Sales, Female,40, <=50K
57, Self-emp-not-inc, Farming-fishing, Male,45, <=50K
23, Private, Adm-clerical, Male,24, <=50K
29, Self-emp-not-inc, Machine-op-inspct, Male,40, <=50K
34, Private, Transport-moving, Male,80, <=50K
38, Private, Other-service, Female,30, <=50K
50, Self-emp-not-inc, Farming-fishing, Male,84, >50K
50, Private, Transport-moving, Male,40, <=50K
51, Self-emp-not-inc, Exec-managerial, Female,40, >50K
17, Self-emp-inc, Craft-repair, Male,40, <=50K
25, Private, Handlers-cleaners, Female,40, <=50K
19, Private, Craft-repair, Male,40, <=50K
43, Self-emp-not-inc, Craft-repair, Male,40, <=50K
59, Private, Sales, Male,60, >50K
39, Private, Prof-specialty, Male,40, <=50K
18, Private, Machine-op-inspct, Male,40, <=50K
27, Private, Exec-managerial, Female,40, <=50K
39, Private, Farming-fishing, Male,60, <=50K
44, Private, Sales, Male,40, >50K
19, Private, Adm-clerical, Female,35, <=50K
32, Local-gov, Other-service, Male,40, <=50K
48, Private, Craft-repair, Male,40, >50K
46, Private, Sales, Male,50, <=50K
65, Private, Sales, Female,20, <=50K
57, Self-emp-inc, Prof-specialty, Male,45, >50K
48, Private, Other-service, Female,32, <=50K
46, Private, Other-service, Male,40, <=50K
27, Private, Handlers-cleaners, Male,40, <=50K
29, Local-gov, Protective-serv, Male,40, >50K
35, Self-emp-inc, Sales, Male,40, <=50K
29, Self-emp-not-inc, Farming-fishing, Male,70, <=50K
30, Local-gov, Protective-serv, Male,40, >50K
65, Private, Other-service, Female,15, <=50K
47, Federal-gov, Adm-clerical, Male,40, <=50K
41, Private, Craft-repair, Male,40, <=50K
17, Private, Craft-repair, Female,16, <=50K
38, Local-gov, Handlers-cleaners, Male,40, <=50K
38, Local-gov, Prof-specialty, Male,40, >50K
39, Self-emp-not-inc, Sales, Female,4, <=50K
52, Private, Machine-op-inspct, Male,41, <=50K
46, Self-emp-not-inc, Exec-managerial, Male,58, >50K
22, Private, Exec-managerial, Female,30, <=50K
56, Private, Sales, Male,50, <=50K
37, Self-emp-not-inc, Prof-specialty, Female,30, <=50K
59, Private, Sales, Male,55, >50K
19, Self-emp-not-inc, Craft-repair, Male,55, <=50K
31, Private, Craft-repair, Male,45, <=50K
22, Private, Sales, Male,20, <=50K
48, Self-emp-not-inc, Prof-specialty, Female,60, >50K
63, Self-emp-inc, Exec-managerial, Male,60, <=50K
33, Private, Exec-managerial, Male,45, >50K
53, Private, Farming-fishing, Male,10, <=50K
38, Private, Craft-repair, Male,40, >50K
39, Private, Sales, Male,24, <=50K
59, Private, Prof-specialty, Male,50, <=50K
45, Private, Machine-op-inspct, Male,40, <=50K
39, Private, Adm-clerical, Female,45, <=50K
60, State-gov, Adm-clerical, Female,35, <=50K
38, Private, Prof-specialty, Female,56, <=50K
31, Private, Adm-clerical, Male,40, <=50K
61, Self-emp-not-inc, Prof-specialty, Male,50, >50K
26, Private, Sales, Male,20, <=50K
60, Self-emp-inc, Prof-specialty, Male,80, >50K
32, Private, Exec-managerial, Male,60, <=50K
25, Local-gov, Exec-managerial, Female,20, <=50K
43, Local-gov, Exec-managerial, Male,40, <=50K
55, Private, Exec-managerial, Male,55, >50K
66, Private, Transport-moving, Female,11, <=50K
31, Private, Craft-repair, Male,40, <=50K
35, Private, Machine-op-inspct, Male,50, <=50K
58, Self-emp-inc, Prof-specialty, Male,40, >50K
56, Private, Prof-specialty, Male,40, >50K
22, Private, Other-service, Male,16, <=50K
46, Local-gov, Exec-managerial, Male,40, >50K
33, Private, Other-service, Female,35, <=50K
26, State-gov, Prof-specialty, Male,30, <=50K
42, Self-emp-not-inc, Farming-fishing, Male,50, <=50K
45, Private, Other-service, Female,40, <=50K
